timestamp,ph,biogas_production,anomaly,cause
2024-01-07 22:00:00,6.62,36.1,1,
2024-01-08 00:00:00,7.36,32.01,1,
2024-01-08 02:00:00,7.12,56.32,1,
2024-01-08 04:00:00,6.83,41.68,1,
2024-01-08 06:00:00,6.56,46.25,1,
2024-01-08 08:00:00,6.81,59.04,1,
2024-01-08 10:00:00,6.83,32.0,1,
2024-01-08 12:00:00,7.23,49.45,1,
2024-01-08 14:00:00,7.14,32.22,1,
2024-01-08 16:00:00,7.39,41.26,1,
2024-01-08 18:00:00,7.87,21.62,1,pH tinggi
2024-01-08 20:00:00,6.62,43.0,1,
2024-01-08 22:00:00,7.98,30.14,1,pH tinggi
2024-01-09 00:00:00,7.26,46.77,1,
2024-01-09 02:00:00,7.06,39.63,1,
2024-01-09 04:00:00,7.27,36.6,1,
2024-01-09 06:00:00,6.99,40.52,1,
2024-01-09 08:00:00,7.02,41.18,1,
2024-01-09 10:00:00,6.93,32.06,1,
2024-01-09 12:00:00,6.53,41.09,1,
2024-01-09 14:00:00,6.61,43.93,1,
2024-01-09 16:00:00,8.01,25.34,1,pH tinggi
2024-01-09 18:00:00,7.14,49.7,1,
2024-01-09 20:00:00,6.81,51.26,1,
2024-01-09 22:00:00,7.01,30.25,1,
2024-01-10 00:00:00,7.41,36.53,1,
2024-01-10 02:00:00,6.75,49.85,1,
2024-01-10 04:00:00,6.91,44.52,1,
2024-01-10 06:00:00,7.26,30.16,1,
2024-01-10 08:00:00,6.73,54.13,1,
2024-01-10 10:00:00,6.58,53.18,1,
2024-01-10 12:00:00,7.07,75.56,1,Produksi naik drastis
2024-01-10 14:00:00,7.19,87.65,1,Produksi naik drastis
2024-01-10 16:00:00,7.43,53.0,1,
2024-01-10 18:00:00,7.31,47.51,1,
2024-01-10 20:00:00,7.13,53.46,1,
2024-01-10 22:00:00,7.37,52.55,1,
2024-01-11 00:00:00,6.07,17.13,1,pH rendah
2024-01-11 02:00:00,6.69,45.54,1,
2024-01-11 04:00:00,7.39,34.21,1,
2024-01-11 06:00:00,7.04,50.13,1,
2024-01-11 08:00:00,7.31,48.61,1,
2024-01-11 10:00:00,7.4,52.27,1,
2024-01-11 12:00:00,6.82,35.1,1,
2024-01-11 14:00:00,6.61,35.85,1,
2024-01-11 16:00:00,6.73,56.71,1,
2024-01-11 18:00:00,6.93,52.5,1,
2024-01-11 20:00:00,7.32,57.25,1,
2024-01-11 22:00:00,7.36,52.76,1,
2024-01-12 00:00:00,6.51,47.91,1,
2024-01-12 02:00:00,7.01,49.62,1,
2024-01-12 04:00:00,6.92,56.67,1,
2024-01-12 06:00:00,6.72,47.36,1,
2024-01-12 08:00:00,6.62,48.97,1,
2024-01-12 10:00:00,6.84,34.69,1,
2024-01-12 12:00:00,7.44,44.22,1,
2024-01-12 14:00:00,6.67,21.27,1,Produksi turun
2024-01-12 16:00:00,7.02,38.13,1,
2024-01-12 18:00:00,7.2,36.07,1,
2024-01-12 20:00:00,6.86,39.41,1,
2024-01-12 22:00:00,7.47,37.25,1,
2024-01-13 00:00:00,6.03,32.46,1,pH rendah
2024-01-13 02:00:00,6.75,42.75,1,
2024-01-13 04:00:00,6.49,18.82,1,Maintenance
2024-01-13 06:00:00,6.8,45.21,1,
2024-01-13 08:00:00,6.78,35.64,1,
2024-01-13 10:00:00,6.54,32.31,1,
2024-01-13 12:00:00,7.11,50.88,1,
2024-01-13 14:00:00,7.0,41.48,1,
2024-01-13 16:00:00,6.55,54.65,1,
2024-01-13 18:00:00,6.78,49.79,1,
2024-01-13 20:00:00,7.41,53.89,1,
2024-01-13 22:00:00,6.74,38.16,1,
2024-01-14 00:00:00,6.64,50.77,1,
2024-01-14 02:00:00,6.99,37.92,1,
2024-01-14 04:00:00,7.49,58.17,1,
2024-01-14 06:00:00,6.74,49.09,1,
2024-01-14 08:00:00,7.17,39.74,1,
2024-01-14 10:00:00,7.26,38.09,1,
2024-01-14 12:00:00,8.01,20.2,1,pH tinggi
2024-01-14 14:00:00,8.11,22.37,1,pH tinggi
2024-01-14 16:00:00,6.87,36.56,1,
2024-01-14 18:00:00,7.13,47.86,1,
2024-01-14 20:00:00,7.13,37.94,1,
2024-01-14 22:00:00,7.04,49.86,1,
2024-01-15 00:00:00,6.59,54.45,1,
2024-01-15 02:00:00,7.34,53.34,1,
2024-01-15 04:00:00,6.82,52.83,1,
2024-01-15 06:00:00,6.69,35.63,1,
2024-01-15 08:00:00,6.54,32.65,1,
2024-01-15 10:00:00,7.09,50.97,1,
2024-01-15 12:00:00,6.03,33.7,1,pH rendah
2024-01-15 14:00:00,6.52,42.97,1,
2024-01-15 16:00:00,7.01,30.93,1,
2024-01-15 18:00:00,6.73,37.79,1,
2024-01-15 20:00:00,7.15,31.01,1,
2024-01-15 22:00:00,6.67,56.38,1,
2024-01-16 00:00:00,7.19,37.3,1,
2024-01-16 02:00:00,6.89,46.72,1,
2024-01-16 04:00:00,7.44,31.17,1,
2024-01-16 06:00:00,6.64,50.01,1,
2024-01-16 08:00:00,6.84,39.69,1,
2024-01-16 10:00:00,6.61,56.94,1,
2024-01-16 12:00:00,7.42,56.64,1,
2024-01-16 14:00:00,7.38,39.76,1,
2024-01-16 16:00:00,6.76,57.03,1,
2024-01-16 18:00:00,7.16,59.88,1,
2024-01-16 20:00:00,7.32,54.76,1,
2024-01-16 22:00:00,7.06,55.35,1,
2024-01-17 00:00:00,7.03,37.47,1,
2024-01-17 02:00:00,6.74,47.3,1,
2024-01-17 04:00:00,6.59,32.02,1,
2024-01-17 06:00:00,7.4,32.85,1,
2024-01-17 08:00:00,7.4,59.97,1,
2024-01-17 10:00:00,7.13,39.8,1,
2024-01-17 12:00:00,6.84,52.45,1,
2024-01-17 14:00:00,6.85,54.2,1,
2024-01-17 16:00:00,7.23,55.74,1,
2024-01-17 18:00:00,7.4,59.93,1,
2024-01-17 20:00:00,7.39,37.24,1,
2024-01-17 22:00:00,7.28,31.21,1,
2024-01-18 00:00:00,7.14,42.34,1,
2024-01-18 02:00:00,6.58,33.9,1,
2024-01-18 04:00:00,6.66,30.67,1,
2024-01-18 06:00:00,7.4,40.81,1,
2024-01-18 08:00:00,7.11,53.51,1,
2024-01-18 10:00:00,6.51,46.99,1,
2024-01-18 12:00:00,6.6,39.38,1,
2024-01-18 14:00:00,6.08,21.57,1,pH rendah
2024-01-18 16:00:00,6.66,87.47,1,Produksi naik drastis
2024-01-18 18:00:00,6.66,30.43,1,
2024-01-18 20:00:00,7.05,52.93,1,
2024-01-18 22:00:00,7.19,48.71,1,
2024-01-19 00:00:00,7.15,52.87,1,
2024-01-19 02:00:00,6.72,31.17,1,
2024-01-19 04:00:00,7.25,18.55,1,Produksi turun
2024-01-19 06:00:00,6.74,48.59,1,
2024-01-19 08:00:00,6.83,46.9,1,
2024-01-19 10:00:00,7.25,48.74,1,
2024-01-19 12:00:00,6.04,32.55,1,pH rendah
2024-01-19 14:00:00,7.35,47.61,1,
2024-01-19 16:00:00,7.16,47.43,1,
2024-01-19 18:00:00,7.07,59.72,1,
2024-01-19 20:00:00,6.59,52.7,1,
2024-01-19 22:00:00,6.87,43.27,1,
2024-01-20 00:00:00,6.77,51.22,1,
2024-01-20 02:00:00,6.74,41.68,1,
2024-01-20 04:00:00,7.47,36.87,1,
2024-01-20 06:00:00,6.89,47.91,1,
2024-01-20 08:00:00,7.39,57.85,1,
2024-01-20 10:00:00,7.13,57.87,1,
2024-01-20 12:00:00,7.29,40.26,1,
2024-01-20 14:00:00,7.0,45.83,1,
2024-01-20 16:00:00,7.08,36.35,1,
2024-01-20 18:00:00,6.99,59.87,1,
2024-01-20 20:00:00,6.7,59.43,1,
2024-01-20 22:00:00,6.9,79.96,1,Produksi naik drastis
2024-01-21 00:00:00,6.78,54.13,1,
2024-01-21 02:00:00,6.52,51.45,1,
2024-01-21 04:00:00,7.15,47.79,1,
2024-01-21 06:00:00,6.68,31.6,1,
2024-01-21 08:00:00,7.44,43.64,1,
2024-01-21 10:00:00,7.45,50.24,1,
2024-01-21 12:00:00,7.41,50.33,1,
2024-01-21 14:00:00,6.87,41.19,1,
2024-01-21 16:00:00,6.52,58.25,1,
2024-01-21 18:00:00,7.43,35.02,1,
2024-01-21 20:00:00,6.93,45.01,1,
2024-01-21 22:00:00,7.47,50.73,1,
2024-01-22 00:00:00,7.46,50.91,1,
2024-01-22 02:00:00,7.35,49.46,1,
2024-01-22 04:00:00,6.79,38.26,1,
2024-01-22 06:00:00,6.89,34.69,1,
2024-01-22 08:00:00,7.35,49.08,1,
2024-01-22 10:00:00,6.41,12.22,1,Maintenance
2024-01-22 12:00:00,6.15,25.16,1,pH rendah
2024-01-22 14:00:00,7.06,51.15,1,
2024-01-22 16:00:00,7.44,43.66,1,
2024-01-22 18:00:00,7.2,50.03,1,
2024-01-22 20:00:00,7.07,55.12,1,
2024-01-22 22:00:00,6.6,35.09,1,
2024-01-23 00:00:00,7.12,30.57,1,
2024-01-23 02:00:00,7.49,53.37,1,
2024-01-23 04:00:00,6.64,48.29,1,
2024-01-23 06:00:00,7.02,50.99,1,
2024-01-23 08:00:00,7.38,55.14,1,
2024-01-23 10:00:00,7.24,54.08,1,
2024-01-23 12:00:00,7.2,58.83,1,
2024-01-23 14:00:00,7.2,46.08,1,
2024-01-23 16:00:00,6.86,44.65,1,
2024-01-23 18:00:00,6.79,42.06,1,
2024-01-23 20:00:00,7.31,34.61,1,
2024-01-23 22:00:00,7.31,47.18,1,
2024-01-24 00:00:00,7.37,38.31,1,
2024-01-24 02:00:00,7.41,57.64,1,
2024-01-24 04:00:00,7.01,47.5,1,
2024-01-24 06:00:00,7.0,47.79,1,
2024-01-24 08:00:00,7.3,40.65,1,
2024-01-24 10:00:00,7.15,31.56,1,
2024-01-24 12:00:00,7.2,30.95,1,
2024-01-24 14:00:00,7.3,42.7,1,
2024-01-24 16:00:00,7.39,32.54,1,
2024-01-24 18:00:00,6.84,48.21,1,
2024-01-24 20:00:00,6.88,56.43,1,
2024-01-24 22:00:00,6.59,56.49,1,
2024-01-25 00:00:00,6.52,18.03,1,Maintenance
2024-01-25 02:00:00,6.54,36.34,1,
2024-01-25 04:00:00,6.97,55.89,1,
2024-01-25 06:00:00,7.04,56.58,1,
2024-01-25 08:00:00,6.79,35.9,1,
2024-01-25 10:00:00,7.09,52.12,1,
2024-01-25 12:00:00,6.53,38.6,1,
2024-01-25 14:00:00,6.54,54.08,1,
2024-01-25 16:00:00,7.32,59.92,1,
2024-01-25 18:00:00,6.86,30.9,1,
2024-01-25 20:00:00,6.63,56.92,1,
2024-01-25 22:00:00,7.02,48.68,1,
2024-01-26 00:00:00,8.35,32.64,1,pH tinggi
2024-01-26 02:00:00,6.72,43.95,1,
2024-01-26 04:00:00,7.12,55.42,1,
2024-01-26 06:00:00,6.59,31.87,1,
2024-01-26 08:00:00,6.55,40.06,0,
2024-01-26 10:00:00,7.03,32.01,0,
2024-01-26 12:00:00,7.04,59.26,0,
2024-01-26 14:00:00,7.14,54.51,0,
2024-01-26 16:00:00,7.23,55.58,0,
2024-01-26 18:00:00,7.48,58.14,0,
2024-01-26 20:00:00,7.02,32.55,0,
2024-01-26 22:00:00,6.82,41.57,0,
2024-01-27 00:00:00,7.3,32.13,0,
2024-01-27 02:00:00,6.77,36.32,0,
2024-01-27 04:00:00,6.94,36.88,0,
2024-01-27 06:00:00,6.58,44.07,0,
2024-01-27 08:00:00,6.53,38.06,0,
2024-01-27 10:00:00,7.46,33.03,0,
2024-01-27 12:00:00,7.34,35.02,0,
2024-01-27 14:00:00,7.05,16.37,0,Produksi turun
2024-01-27 16:00:00,6.91,59.19,0,
2024-01-27 18:00:00,6.67,52.78,0,
2024-01-27 20:00:00,6.66,59.03,0,
2024-01-27 22:00:00,6.75,43.19,0,
2024-01-28 00:00:00,7.26,71.2,0,Produksi naik drastis
2024-01-28 02:00:00,7.21,53.95,0,
2024-01-28 04:00:00,7.16,39.79,0,
2024-01-28 06:00:00,6.78,38.98,0,
2024-01-28 08:00:00,7.45,36.98,0,
2024-01-28 10:00:00,7.24,33.89,0,
2024-01-28 12:00:00,7.05,37.69,0,
2024-01-28 14:00:00,5.88,23.55,0,pH rendah
2024-01-28 16:00:00,6.92,50.22,0,
2024-01-28 18:00:00,6.75,31.88,0,
2024-01-28 20:00:00,6.86,36.32,0,
2024-01-28 22:00:00,7.26,54.27,0,
2024-01-29 00:00:00,6.51,34.41,0,
2024-01-29 02:00:00,6.62,40.28,0,
2024-01-29 04:00:00,6.55,55.94,0,
2024-01-29 06:00:00,6.54,34.65,0,
2024-01-29 08:00:00,7.36,32.48,0,
2024-01-29 10:00:00,6.54,19.81,0,Produksi turun
2024-01-29 12:00:00,6.97,39.07,0,
2024-01-29 14:00:00,6.6,46.9,0,
2024-01-29 16:00:00,6.86,13.17,0,Produksi turun
2024-01-29 18:00:00,6.97,34.11,0,
2024-01-29 20:00:00,6.67,47.42,0,
2024-01-29 22:00:00,6.93,45.17,0,
2024-01-30 00:00:00,6.9,34.32,0,
2024-01-30 02:00:00,7.12,48.72,0,
2024-01-30 04:00:00,8.29,33.64,0,pH tinggi
2024-01-30 06:00:00,6.55,44.64,0,
2024-01-30 08:00:00,6.87,32.47,0,
2024-01-30 10:00:00,7.13,43.79,0,
2024-01-30 12:00:00,7.0,39.19,0,
2024-01-30 14:00:00,7.36,54.67,0,
2024-01-30 16:00:00,7.16,31.71,0,
2024-01-30 18:00:00,6.66,42.56,0,
2024-01-30 20:00:00,6.57,43.75,0,
2024-01-30 22:00:00,7.14,51.75,0,
2024-01-31 00:00:00,6.53,47.23,0,
2024-01-31 02:00:00,7.09,50.02,0,
2024-01-31 04:00:00,8.19,22.65,0,pH tinggi
2024-01-31 06:00:00,7.08,55.87,0,
2024-01-31 08:00:00,6.89,39.42,0,
2024-01-31 10:00:00,7.14,46.14,0,
2024-01-31 12:00:00,6.96,55.2,0,
2024-01-31 14:00:00,7.05,59.68,0,
2024-01-31 16:00:00,7.44,56.69,0,
2024-01-31 18:00:00,6.89,41.14,0,
2024-01-31 20:00:00,7.46,35.85,0,
2024-01-31 22:00:00,7.41,44.68,0,
2024-02-01 00:00:00,6.7,52.25,0,
2024-02-01 02:00:00,6.7,83.87,0,Produksi naik drastis
2024-02-01 04:00:00,6.6,44.5,0,
2024-02-01 06:00:00,6.52,55.15,0,
2024-02-01 08:00:00,6.71,19.04,0,Maintenance
2024-02-01 10:00:00,7.18,55.79,0,
2024-02-01 12:00:00,6.57,42.2,0,
2024-02-01 14:00:00,6.82,39.85,0,
2024-02-01 16:00:00,7.34,43.62,0,
2024-02-01 18:00:00,6.52,52.87,0,
2024-02-01 20:00:00,6.96,75.56,0,Produksi naik drastis
2024-02-01 22:00:00,6.78,35.89,0,
2024-02-02 00:00:00,6.62,58.54,0,
2024-02-02 02:00:00,7.2,35.26,0,
2024-02-02 04:00:00,7.13,47.03,0,
2024-02-02 06:00:00,8.05,20.68,0,pH tinggi
2024-02-02 08:00:00,8.13,31.75,0,pH tinggi
2024-02-02 10:00:00,7.3,49.34,0,
2024-02-02 12:00:00,6.78,36.89,0,
2024-02-02 14:00:00,6.04,26.5,0,pH rendah
2024-02-02 16:00:00,7.25,41.17,0,
2024-02-02 18:00:00,7.31,49.85,0,
2024-02-02 20:00:00,7.49,34.24,0,
2024-02-02 22:00:00,6.91,47.13,0,
2024-02-03 00:00:00,6.87,35.56,0,
2024-02-03 02:00:00,7.28,38.36,0,
2024-02-03 04:00:00,6.84,36.56,0,
2024-02-03 06:00:00,7.43,35.49,0,
2024-02-03 08:00:00,7.36,54.77,0,
2024-02-03 10:00:00,6.93,38.57,0,
2024-02-03 12:00:00,7.25,57.81,0,
2024-02-03 14:00:00,7.25,59.1,0,
2024-02-03 16:00:00,6.6,47.14,0,
2024-02-03 18:00:00,7.4,34.29,0,
2024-02-03 20:00:00,7.01,41.24,0,
2024-02-03 22:00:00,7.33,53.93,0,
2024-02-04 00:00:00,6.82,41.02,0,
2024-02-04 02:00:00,7.4,32.61,0,
2024-02-04 04:00:00,6.89,46.7,0,
2024-02-04 06:00:00,6.51,55.35,0,
2024-02-04 08:00:00,7.41,53.88,0,
2024-02-04 10:00:00,6.59,35.25,0,
2024-02-04 12:00:00,6.82,50.18,0,
2024-02-04 14:00:00,7.45,36.62,0,
2024-02-04 16:00:00,7.45,36.55,0,
2024-02-04 18:00:00,7.07,56.22,0,
2024-02-04 20:00:00,7.13,37.49,0,
2024-02-04 22:00:00,7.0,78.5,0,Produksi naik drastis
2024-02-05 00:00:00,6.79,30.02,0,
2024-02-05 02:00:00,6.83,56.12,0,
2024-02-05 04:00:00,7.17,53.78,0,
2024-02-05 06:00:00,7.25,48.82,0,
2024-02-05 08:00:00,7.29,52.51,0,
2024-02-05 10:00:00,7.29,34.56,0,
2024-02-05 12:00:00,6.59,43.75,0,
2024-02-05 14:00:00,6.19,20.49,0,pH rendah
2024-02-05 16:00:00,6.56,32.81,0,
2024-02-05 18:00:00,7.05,44.58,0,
2024-02-05 20:00:00,6.94,57.62,0,
2024-02-05 22:00:00,7.39,31.2,0,
2024-02-06 00:00:00,6.85,38.74,0,
2024-02-06 02:00:00,6.62,36.23,0,
2024-02-06 04:00:00,6.64,37.14,0,
2024-02-06 06:00:00,7.26,57.25,0,
2024-02-06 08:00:00,7.12,44.04,0,
2024-02-06 10:00:00,6.6,43.99,0,
2024-02-06 12:00:00,6.58,52.82,0,
2024-02-06 14:00:00,7.2,34.63,0,
2024-02-06 16:00:00,6.57,44.62,0,
2024-02-06 18:00:00,7.32,42.9,0,
2024-02-06 20:00:00,7.21,47.91,0,
2024-02-06 22:00:00,6.58,59.99,0,
2024-02-07 00:00:00,6.58,53.08,0,
2024-02-07 02:00:00,7.49,41.94,0,
2024-02-07 04:00:00,6.87,54.83,0,
2024-02-07 06:00:00,6.87,35.12,0,
2024-02-07 08:00:00,7.31,30.91,0,
2024-02-07 10:00:00,7.45,36.13,0,
2024-02-07 12:00:00,7.49,40.21,0,
2024-02-07 14:00:00,7.25,45.32,0,
2024-02-07 16:00:00,6.88,48.45,0,
2024-02-07 18:00:00,6.58,57.32,0,
2024-02-07 20:00:00,7.28,45.3,0,
2024-02-07 22:00:00,7.06,45.04,0,
2024-02-08 00:00:00,6.92,31.51,0,
2024-02-08 02:00:00,7.41,31.05,0,
2024-02-08 04:00:00,6.61,46.53,0,
2024-02-08 06:00:00,6.99,43.15,0,
2024-02-08 08:00:00,6.51,55.18,0,
2024-02-08 10:00:00,6.05,29.44,0,pH rendah
2024-02-08 12:00:00,6.56,30.75,0,
2024-02-08 14:00:00,6.62,43.47,0,
2024-02-08 16:00:00,6.62,37.12,0,
2024-02-08 18:00:00,7.15,31.49,0,
2024-02-08 20:00:00,7.25,51.74,0,
2024-02-08 22:00:00,7.08,33.35,0,
2024-02-09 00:00:00,7.46,48.25,0,
2024-02-09 02:00:00,6.87,38.43,0,
2024-02-09 04:00:00,6.93,71.2,0,Produksi naik drastis
2024-02-09 06:00:00,7.37,41.39,0,
2024-02-09 08:00:00,6.72,54.04,0,
2024-02-09 10:00:00,7.46,41.76,0,
2024-02-09 12:00:00,6.51,52.52,0,
2024-02-09 14:00:00,7.47,33.76,0,
2024-02-09 16:00:00,6.54,53.18,0,
2024-02-09 18:00:00,7.39,37.11,0,
2024-02-09 20:00:00,7.03,50.32,0,
2024-02-09 22:00:00,7.49,46.97,0,
2024-02-10 00:00:00,6.57,57.87,0,
2024-02-10 02:00:00,7.01,19.42,0,Produksi turun
2024-02-10 04:00:00,7.47,31.98,0,
2024-02-10 06:00:00,6.77,22.27,0,Maintenance
2024-02-10 08:00:00,7.13,54.81,0,
2024-02-10 10:00:00,6.04,18.51,0,pH rendah
2024-02-10 12:00:00,6.95,53.26,0,
2024-02-10 14:00:00,7.13,37.03,0,
2024-02-10 16:00:00,7.08,40.35,0,
2024-02-10 18:00:00,7.4,30.9,0,
2024-02-10 20:00:00,6.55,58.84,0,
2024-02-10 22:00:00,8.33,18.48,0,pH tinggi
2024-02-11 00:00:00,7.45,58.0,0,
2024-02-11 02:00:00,7.39,37.96,0,
2024-02-11 04:00:00,6.96,48.34,0,
2024-02-11 06:00:00,7.12,50.35,0,
2024-02-11 08:00:00,6.78,39.53,0,
2024-02-11 10:00:00,6.69,55.44,0,
2024-02-11 12:00:00,6.96,58.41,0,
2024-02-11 14:00:00,6.85,56.55,0,
2024-02-11 16:00:00,7.24,75.56,0,Produksi naik drastis
2024-02-11 18:00:00,6.58,38.32,0,
2024-02-11 20:00:00,7.47,38.45,0,
2024-02-11 22:00:00,7.49,58.9,0,
2024-02-12 00:00:00,7.2,30.31,0,
2024-02-12 02:00:00,7.04,51.48,0,
2024-02-12 04:00:00,6.81,51.19,0,
2024-02-12 06:00:00,7.31,48.68,0,
2024-02-12 08:00:00,7.18,59.7,0,
2024-02-12 10:00:00,6.66,39.36,0,
2024-02-12 12:00:00,5.93,15.3,0,pH rendah
2024-02-12 14:00:00,7.32,32.37,0,
2024-02-12 16:00:00,7.45,43.28,0,
2024-02-12 18:00:00,7.23,37.83,0,
2024-02-12 20:00:00,7.11,40.3,0,
2024-02-12 22:00:00,6.92,55.04,0,
2024-02-13 00:00:00,7.43,58.06,0,
2024-02-13 02:00:00,7.37,35.57,0,
2024-02-13 04:00:00,6.55,41.18,0,
2024-02-13 06:00:00,6.53,57.86,0,
2024-02-13 08:00:00,6.88,31.85,0,
2024-02-13 10:00:00,7.31,32.77,0,
2024-02-13 12:00:00,7.49,34.88,0,
2024-02-13 14:00:00,6.65,47.86,0,
2024-02-13 16:00:00,7.09,34.51,0,
2024-02-13 18:00:00,6.88,59.04,0,
2024-02-13 20:00:00,7.47,43.4,0,
2024-02-13 22:00:00,7.34,45.05,0,
2024-02-14 00:00:00,7.34,37.4,0,
2024-02-14 02:00:00,6.97,44.13,0,
2024-02-14 04:00:00,6.91,49.86,0,
2024-02-14 06:00:00,6.5,17.09,0,Maintenance
2024-02-14 08:00:00,6.56,52.62,0,
2024-02-14 10:00:00,7.36,47.34,0,
2024-02-14 12:00:00,7.31,57.13,0,
2024-02-14 14:00:00,7.5,54.52,0,
2024-02-14 16:00:00,7.5,52.71,0,
2024-02-14 18:00:00,7.06,31.67,0,
2024-02-14 20:00:00,6.37,11.73,0,Maintenance
2024-02-14 22:00:00,7.44,36.37,0,
2024-02-15 00:00:00,7.35,49.91,0,
2024-02-15 02:00:00,6.75,42.34,0,
2024-02-15 04:00:00,6.95,42.07,0,
2024-02-15 06:00:00,6.63,56.54,0,
2024-02-15 08:00:00,7.45,56.87,0,
2024-02-15 10:00:00,7.11,57.28,0,
2024-02-15 12:00:00,6.73,39.42,0,
2024-02-15 14:00:00,7.17,50.73,0,
2024-02-15 16:00:00,7.12,38.15,0,
2024-02-15 18:00:00,6.86,35.72,0,
2024-02-15 20:00:00,6.18,35.0,0,pH rendah
2024-02-15 22:00:00,7.17,40.26,0,
2024-02-16 00:00:00,7.37,14.92,0,Produksi turun
2024-02-16 02:00:00,7.27,54.93,0,
2024-02-16 04:00:00,6.79,22.0,0,Maintenance
2024-02-16 06:00:00,7.35,52.05,0,
2024-02-16 08:00:00,7.05,45.94,0,
2024-02-16 10:00:00,6.34,23.99,0,Maintenance
2024-02-16 12:00:00,7.38,44.78,0,
2024-02-16 14:00:00,6.9,39.0,0,
2024-02-16 16:00:00,6.63,47.88,0,
2024-02-16 18:00:00,6.53,43.02,0,
2024-02-16 20:00:00,7.26,34.93,0,
2024-02-16 22:00:00,7.12,33.5,0,
2024-02-17 00:00:00,7.2,46.4,0,
2024-02-17 02:00:00,6.71,57.07,0,
2024-02-17 04:00:00,6.64,40.32,0,
2024-02-17 06:00:00,6.51,51.99,0,
2024-02-17 08:00:00,6.85,49.76,0,
2024-02-17 10:00:00,7.09,57.95,0,
2024-02-17 12:00:00,6.89,54.63,0,
